ID,Reason for absence,Month of absence,Day of the week,Seasons,Transportation expense,Distance from Residence to Work,Age,Work load Average/day ,Hit target,Disciplinary failure,Education,Absenteeism time in hours
0.6925519051424549,0.7243788719335572,0.31236017853960896,0.33746093113393444,0.5095107259466115,0.46395135695466966,0.6104965652556921,0.6472617809414489,0.653058212541509,0.69025936294245,0.3604878527220543,0.2537372584669126,1
0.12430365987114683,0.08843511277276171,0.3785055901396931,0.9545003492959855,0.6777405049902313,0.12740079546828076,0.9452056076172747,0.8721301763265135,0.509911058290883,0.35453651298175565,0.9990759032019235,0.43208039782492885,0
0.36906434989622716,0.3378203446968226,0.08377702581136429,0.6784558510690998,0.7036335591516596,0.17341851926841678,0.7443807980401298,0.7021820350331163,0.9204668792158772,0.876996624724659,0.690697995231238,0.4701670644259703,1
0.7392702380655457,0.6460782345205992,0.6171836610633596,0.4164164874852609,0.5239133893710817,0.44826325101354225,0.562861616246912,0.681658619586799,0.35287159399585966,0.3602980715929137,0.4624249511549025,0.24925428173941663,1
0.6975618960804084,0.7250011833440034,0.33045483436548834,0.3383486905261458,0.5614285835179147,0.45779598194635773,0.6046681442723127,0.6506727568755025,0.6570221155882432,0.6780829027307127,0.3618725373910783,0.25098649132667333,1
0.37155125115914855,0.34503676923688764,0.08636190715772209,0.6783442643813192,0.714277409614732,0.1628284753562609,0.741241379679275,0.7046329180721702,0.9175818392504848,0.8764464803805773,0.6851558364445537,0.46904879969299684,1
0.9139804728028937,0.9638271047915835,0.3132379389057574,0.08038994305086242,0.7008391556397673,0.6127791236233208,0.49135302375908335,0.5600972113235635,0.8140349292775969,0.7834494136201353,0.09939878416715356,0.1422425311892026,1
0.5851895773540414,0.636819006687417,0.2030922407838914,0.41747339132750216,0.6608190787745138,0.3652834294293061,0.6718811899326042,0.6195029304391098,0.887995508793926,0.8394719933435448,0.4617721008334057,0.3095874442199353,1
0.18731917793272,0.27373043405187003,0.34260083721320844,0.816745232950296,0.45818291044914916,0.12019962659788841,0.7301344975375208,0.9252215875824228,0.3371333214997688,0.46629486645284135,0.8442699685074033,0.3996605185608664,2
0.5720941343691028,0.5214645804074135,0.4308493973950919,0.5498203309186092,0.3832218715094883,0.3415358467731942,0.6135759328542976,0.7197287193802785,0.36273178317908455,0.4780176620005988,0.5592117527589929,0.33109233474960587,1
