ID,Reason for absence,Month of absence,Day of the week,Seasons,Transportation expense,Distance from Residence to Work,Age,Work load Average/day ,Hit target,Disciplinary failure,Education,Absenteeism time in hours
0.7812766455670165,0.17258867437655095,0.24744304538695336,0.7767269616614734,0.6728626878140807,0.8071995602437048,0.6355213581354021,0.22956752928722554,0.7936340793922144,0.7520436391922698,0.7870081586818556,0.29639988697171715,0.5
0.7214264419408764,0.2805557109574824,0.20206755523051517,0.47696776421694903,0.5400621152418328,0.5756450279868788,0.7331431355655026,0.6382434185054103,0.7627058125316065,0.717052504166158,0.7656679558726678,0.18239950348628514,0.0
0.8281542571709453,0.14546047602891007,0.25057308058278105,0.7697751093947466,0.686563103490084,0.7873003497114343,0.5550816171841079,0.19141011398990168,0.8140168698324111,0.8041123867854797,0.8712096613068907,0.31813114278930443,0.5
0.8540653924717605,0.21018772540358016,0.2422468159599907,0.5997747858435519,0.6466338484807963,0.7033112274911526,0.4978443511255224,0.37318055494813585,0.8021176329843698,0.8296774494268068,0.7208846860690199,0.32014499408287606,0.5
0.788528251272808,0.188141285038733,0.24784894444991873,0.8357013944892813,0.6965206645318427,0.7863799782376301,0.6453165091404393,0.2585718589902125,0.7915660039653587,0.754817089395228,0.7696800818907299,0.3013207387518152,0.5
0.8288793089130807,0.1581797754928795,0.25483521927020936,0.8613681354038054,0.7192775082022573,0.7855540497361168,0.5864577151833181,0.19307925161537678,0.8137691118051428,0.803853876180801,0.859238371085304,0.3198536712715967,0.5
0.7961764949865424,0.1739332001118349,0.23177427507367954,0.9066713649597322,0.7463603767570084,0.7663546186862269,0.6237557046515162,0.22432083549467355,0.7791712988781421,0.7134548764390458,0.7079836881959385,0.3060628084240696,0.5
0.7598069613477811,0.20125608004007675,0.2593257337385412,0.8703768648230621,0.6823644931470916,0.7784102793945186,0.7778510244776619,0.3029801258981051,0.8114491957796024,0.8017295666162225,0.7672473949589672,0.3024031348329136,0.5
0.7115918445267305,0.20155640989100804,0.17893049074720316,0.6748074584186498,0.6979413595640538,0.7193803096236728,0.6474103983938435,0.4939821521172901,0.7064270908381134,0.5387440948378047,0.8210168261639031,0.1895830488203006,1.0
0.847527915348538,0.1841983745761713,0.2360300290360906,0.6284567378506235,0.6865646873778882,0.8047970978630632,0.48729223341965944,0.2089473499336238,0.7904991985134624,0.7691666314735044,0.8352343750287498,0.30627015434810173,0.5
0.8062182535969873,0.1965950965656984,0.22252236578428522,0.44798779614243767,0.5505218784303939,0.6420321444529341,0.5568385505219708,0.5000999258822385,0.798595717570498,0.8244809670815781,0.751906873892189,0.3224124487189054,0.5
0.806580779468055,0.202954746297683,0.2246534351279994,0.49378430914696714,0.5668790807864805,0.6411589944652752,0.572526599521576,0.5009344946949759,0.7984718385568639,0.8243517117792392,0.7459212287813957,0.3232737129600515,0.5
0.7851881254602694,0.19987002536895845,0.23963863655325862,0.6483094660889995,0.6134243764572722,0.7038634512468073,0.6601511385017585,0.4106517565826755,0.804415684208521,0.8141159204514457,0.7577915389023984,0.31347389954184485,0.5
0.8542604730255692,0.1567937208217612,0.2351481220849272,0.639300736669743,0.6503373915124382,0.7110072215884053,0.4687578292074149,0.30075088229994756,0.8067356002340614,0.8162402300160241,0.8497825150287353,0.3309244359805279,0.5
0.8281542571709453,0.14546047602891007,0.25057308058278105,0.7697751093947466,0.686563103490084,0.7873003497114343,0.5550816171841079,0.19141011398990168,0.8140168698324111,0.8041123867854797,0.8712096613068907,0.31813114278930443,0.5
0.7616387570485372,0.24540694680273517,0.24574133867343528,0.7871707392936259,0.6457150583774639,0.7003754152256886,0.7434232194550209,0.3723221716105861,0.7892762528863895,0.7893224679368185,0.7968596094246478,0.24566533595661133,0.5
0.8288793089130807,0.1581797754928795,0.25483521927020936,0.8613681354038054,0.7192775082022573,0.7855540497361168,0.5864577151833181,0.19307925161537678,0.8137691118051428,0.803853876180801,0.859238371085304,0.3198536712715967,0.5
0.8317802414045805,0.13463005069708261,0.24374011547904348,0.6564363545981872,0.6478110801149697,0.7763311283329137,0.5093182211887819,0.2079644377494337,0.813051082926621,0.8063922045952492,0.8796097604821181,0.3185408298388826,0.5
0.851365401197546,0.18095909911202496,0.23557333594312488,0.6790703791652033,0.654155162458573,0.7422643797486571,0.5135912588487106,0.3141770067504168,0.7970723579551472,0.7921113033479309,0.7844765753185585,0.3464377977755218,0.5
0.8480315690067702,0.1146786533428415,0.0493598529216247,0.8314076340513044,0.8476733097092282,0.9140709319251785,0.9176005509514065,0.23363442210665636,0.9904653139803044,0.9944713363788507,0.9266241700458909,0.10303308288798801,0.5
0.8862972134591446,0.1358388044241727,0.0,0.7494452251275858,0.8999171488031087,0.837691096746457,0.6657914457453514,0.36767612201980693,0.9208488202002344,0.8612754786426381,0.9488148642058292,0.08333383886987772,0.5
0.9787851221841317,0.011333244792851027,0.023155498577098477,0.6229665238688704,0.851324937231832,0.8799561740509537,0.4933157591755927,0.2119663920949276,0.9884904814984272,1.0,0.9785728537218443,0.1924199151071506,0.5
0.9395557542939375,0.024253358213593645,0.00395079400503201,0.7008883466060479,0.8874642337809944,0.879830025031821,0.5521946956379641,0.2158727838967128,0.9557129859710141,0.9065690394506088,0.832674957402018,0.1754307289618176,1.0
0.8741790723090528,0.06379271814478144,0.05802231495891369,1.0,0.9311604902360113,0.9774017352663449,0.8697532974353388,0.17030611985604155,0.9959901813493455,0.9801775579827927,0.8929944210463878,0.1602906036121523,0.5
0.9235679644997294,0.04104334460819287,0.027298185557603327,0.7192063467151278,0.8660569612377974,0.9244132773032416,0.6182181451187232,0.21451145343497421,0.9704109019107128,0.9437593826942696,0.8955280880787344,0.16728549246696833,0.5
